isbn13,title,authors,description,categories,tag_clean,thumbnail,average_rating,ratings_count,published_year,num_pages,description_length,book_age,joy,sadness,anger,fear,surprise,disgust,neutral,top_emotions
9781400095087,The Finer Points of Sausage Dogs,Alexander McCall Smith,"When Professor Dr. Mortiz-Maria von Igelfeld of The Institute of Romance Philology is mistaken for a veterinarian, he ends up practicing veterinary medicine without a license, operating on a friend's dachshund with unfortunate results; transports relics for a Coptic prelate; and is pursued by lovesick widows on a Mediterranean cruise ship. Original. 40,000 first printing.",Fiction,fiction,http://books.google.com/books/content?id=RJplAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.69,4724.0,2003,128.0,55,21,0.0033,0.9187,0.0035,0.0174,0.0237,0.0082,0.0254,"sadness,neutral"
9781400095285,Blood on the Moon,James Ellroy,"Detective Sergeant Lloyd Hopkins of the LAPD, fueled by a desire to protect innocence, confronts a murderer who is driven by the same forces when he investigates a series of murders of young women in the Los Angeles area. Reprint. 15,000 first printing.",Fiction,fiction,http://books.google.com/books/content?id=X7RDDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.45,1555.0,2005,272.0,43,19,0.0019,0.006,0.2103,0.166,0.0032,0.578,0.0346,"disgust,anger"
9781400095414,The Promise,Chaïm Potok,"Two young men--student rabbi Reuven Malter and his old friend, Danny Saunders, who has abandoned his Hasidic traditions to become a psychologist--question the ""orthodoxy"" of values and religion in a world cut off from their Hasidic traditions. Reprint. 10,000 first printing.",Fiction,fiction,http://books.google.com/books/content?id=n316xM_Jnk4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.15,10953.0,2005,368.0,41,19,0.0104,0.0118,0.0861,0.0281,0.0641,0.1026,0.6969,"neutral,disgust"
9781400095469,The Greenlanders,Jane Smiley,"In fourteenth-century Greenland, a small Norse settlement struggles for survival through increasingly harsh winters, famine, witchcraft, and a tragic feud between the family of Asgeir Gunnarsson and one of his neighbors. Reprint.",Fiction,fiction,http://books.google.com/books/content?id=fzgDt_cQ7lMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.89,1921.0,2005,608.0,32,19,0.0035,0.2289,0.086,0.198,0.0039,0.3963,0.0835,"disgust,sadness"
9781400095810,Before the Frost,Henning Mankell,"Taking a position with the Ystad police force shortly after graduating, Linda Wallander, the daughter of veteran inspector Kurt Wallender, struggles with their contentious relationship before becoming embroiled in the case of a childhood friend, who has inexplicably disappeared. By the author of The Return of the Dancing Master. Reprint. 40,000 first printing.",Fiction,fiction,http://books.google.com/books/content?id=eBH9SB-VmioC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.85,8140.0,2006,375.0,53,18,0.0206,0.0738,0.009,0.0113,0.1942,0.0128,0.6783,"neutral,surprise"
9781400095957,The Brief History of the Dead,Kevin Brockmeier,"In an afterlife world inhabited by the recently departed who remain in the memories of the living, Marion and Phillip Byrd fall in love again, while on Earth, their daughter, Laura, is stranded alone in an Antarctic research station.",Fiction,fiction,http://books.google.com/books/content?id=Z-BYqGe5gDAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.67,9235.0,2007,252.0,39,17,0.0137,0.9211,0.0014,0.0039,0.0027,0.0038,0.0534,"sadness,neutral"
9781400096084,"Blind Willow, Sleeping Woman",Haruki Murakami,"From the surreal to the mundane, an anthology of short fiction captures a full range of human experience, emotion, and relationship in works that chronicle a chance reunion in Italy, a holiday in Hawaii, and a romantic exile in Greece.",Fiction,fiction,http://books.google.com/books/content?id=xfWMDQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.84,1120.0,2007,362.0,40,17,0.1476,0.0149,0.006,0.0562,0.1394,0.0305,0.6055,"neutral,joy"
9781400096220,Beowulf,Howell D. Chickering,A bilingual edition of the Old English epic poem features the Old English and modern translation of facing pages and chronicles the exploits of the great hero Beowulf in his battles with supernatural monsters. Reprint.,Literary Criticism,literary criticism,http://books.google.com/books/content?id=Yh_UwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.43,233.0,2006,464.0,35,18,0.0261,0.0044,0.0039,0.0507,0.0211,0.0111,0.8827,"neutral,fear"
9781400096916,The Complete Stories of Truman Capote,Truman Capote,"A compendium of all the short fiction of Truman Capote includes such pieces as ""Children on Their Birthdays"" and ""A Christmas Memory,"" as well as such lesser-known tales as ""Master Misery"" and ""Jug of Silver.""",Fiction,fiction,http://books.google.com/books/content?id=6bn4wAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.2,3842.0,2005,320.0,35,19,0.0172,0.0054,0.0031,0.0033,0.0139,0.0103,0.9469,"neutral,joy"
9781400097029,The Sea,John Banville,"Following the death of his wife, Max Morden retreats to the seaside town of his childhood summers, where his own life becomes inextricably entwined with the members of the vacationing Grace family.",Fiction,fiction,http://books.google.com/books/content?id=1ohQ3OkWiWMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.51,18513.0,2006,195.0,32,18,0.0029,0.9599,0.0021,0.0037,0.002,0.0064,0.0231,"sadness,neutral"
9781400097036,Arthur and George,Julian Barnes,Chronicles the lives of two boys--the son of a Midlands vicar and the creator of the world's most famous detective--as they pursue separate destinies until meeting and forming a remarkable alliance.,Fiction,fiction,http://books.google.com/books/content?id=X5HRox1lZCAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.7,11227.0,2007,445.0,31,17,0.4986,0.0153,0.0079,0.0256,0.1395,0.0067,0.3064,"joy,neutral"
9781400098026,The Eiger Sanction,Trevanian,"College professor, art collector, mountaineer, and freelance assassin Jonathan Hemlock takes on an assignment that means a perilous climb up the Eiger Mountain with a climbing party that includes his quarry. Reprint. 35,000 first printing.",Fiction,fiction,http://books.google.com/books/content?id=2oyxcO7kbfAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.06,10094.0,2005,336.0,35,19,0.0055,0.0126,0.0051,0.8179,0.0082,0.0077,0.143,"fear,neutral"
9781400098033,Shibumi,Trevanian,"Nicolai Hel uses his nearly superhuman mental and physical prowess to destroy political terrorists and decides to take on The Mother Company itself, a supermonolith of espionage and economic monopoly, in a twenty-fifth anniversary edition of the classic thriller. Reprint. 50,000 first printing.",Fiction,fiction,http://books.google.com/books/content?id=CQK24flPB1IC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.22,9001.0,2005,480.0,43,19,0.0788,0.0048,0.024,0.0295,0.0381,0.0117,0.8131,"neutral,joy"
9781400307845,Writings to Young Women from Laura Ingalls Wilder on Wisdom and Virtues,Laura Ingalls Wilder;Stephen W. Hines,"Using selections from her works and memoirs of people who knew her, presents the thoughts of Laura Ingalls Wilder on the proper conduct of young women.",Juvenile Nonfiction,juvenile nonfiction,http://books.google.com/books/content?id=e5gSDAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.95,100.0,2006,113.0,26,18,0.0336,0.0083,0.0267,0.0074,0.0089,0.1462,0.769,"neutral,disgust"
9781401200190,"The Invisibles, the Invisible Kingdom",Grant Morrison,"Imagine if every paranoid fantasy, every conspiracy theory, every alleged cover-up and government deception, every tabloid story you've ever heard ...were true. Discover a world where paranoia is a survival skill and the only hope for mankind is a group of unconventional occultist freedom fighters-The Invisibles.",Comics & Graphic Novels,comics & graphic novels,http://books.google.com/books/content?id=x5r4PgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.19,3238.0,2002,288.0,46,22,0.007,0.0049,0.0495,0.532,0.052,0.01,0.3448,"fear,neutral"
9781401200688,On the Road to Perdition,Max Allan Collins;Jose Luis Garcia-Lopez,"Renegade mob hitman Michael O'Sullivan--the ""Angel of Death""--and his older son Michael Jr. rob rural banks to strike back at the Capone gang in hopes of forcing them to surrender Connor Looney, the man responsible for killing the rest of the family.",Comics & Graphic Novels,comics & graphic novels,http://books.google.com/books/content?id=VqrUX4kZZE8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.54,74.0,2003,96.0,42,21,0.0035,0.0106,0.7084,0.2182,0.0051,0.0195,0.0347,"anger,fear"
9781401202170,Transmetropolitan: Back on the street,Warren Ellis,"An exuberant trip into a frenetic future, where outlaw journalist Spider Jerusalem battles hypocrisy, corruption, and sobriety.",Antiheroes,antiheroes,https://via.placeholder.com/128x192.png?text=No+Cover,4.51,10070.0,1998,144.0,17,26,0.9279,0.0018,0.0311,0.0018,0.008,0.0186,0.0107,"joy,anger"
9781401202453,"John Constantine, Hellblazer: Setting sun",Warren Ellis,"John Constantine, a razor-tongued, chain-smoking, trench-coat-wearing mystic with a penchant for being in the wrong place at the right time, has become one of the most recognizable and enduring characters in modern comics. Featuring bone-chilling tales of horror, magic, loss and regret, JOHN CONSTANTINE, HELLBLAZER: SETTING SUN follows John Constantine as he faces the London underworld.",Comics & Graphic Novels,comics & graphic novels,http://books.google.com/books/content?id=yM5LJwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.19,2505.0,2004,96.0,56,20,0.0024,0.0121,0.0015,0.9397,0.0069,0.0072,0.0301,"fear,neutral"
9781401202521,Superman,Mark Waid;Leinil Francis Yu,"Reweaves the Superman legend incorporating his established history, from escape as an infant from the doomed planet Krypton to arrival as reporter Clark Kent at the Daily Planet.",Comics & Graphic Novels,comics & graphic novels,http://books.google.com/books/content?id=L8Z6QgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.13,9912.0,2004,287.0,28,20,0.0202,0.0392,0.0045,0.0152,0.0288,0.0047,0.8874,"neutral,sadness"
9781401204105,The Sgt. Rock Archives,Robert Kanigher;Bob Haney,"An intense portrait of combat and conflict, this volume reprints the classic World War II adventures of Sgt. Rock and his colorful band of fighting soldiers. Originally published in the early 1960s, these memorable tales showcase the heroic and extraordinary missions of the tough, grizzled leader and the combat-happy Joes of Easy Company. Introduction by Mark Chiarello.",Comics & Graphic Novels,comics & graphic novels,http://books.google.com/books/content?id=MnWYKwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.56,18.0,2005,224.0,57,19,0.2266,0.0078,0.0086,0.0111,0.0211,0.0161,0.7086,"neutral,joy"
9781401204259,Arkham Asylum,Grant Morrison;Dave McKean,"Led by the Joker, the patients of Arkham Asylum take over the building and threaten to murder the staff unless Batman agrees to meet with them, a situation that results in Batman being pushed to the brink of madness himself.",Comics & Graphic Novels,comics & graphic novels,http://books.google.com/books/content?id=WlAgngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.1,50214.0,2004,216.0,40,20,0.001,0.0024,0.0502,0.9305,0.0024,0.0047,0.0087,"fear,anger"
9781401209414,Challengers of the Unknown,Howard Chaykin;Michelle Madsen,"Five extraordinary people with seemingly nothing in common share the bond of surviving a cataclysmic event. In a world devoid of super-heroes, they will come together and discover that all they know has been a lie--that the world we live in is not the one we believe it to be. To survive they must unite and face the true masters of our universe. It's a world where literally anything can happen, and probably will--as if living on borrowed time wasn't enough!",Comics & Graphic Novels,comics & graphic novels,http://books.google.com/books/content?id=6pCIAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2.86,43.0,2006,144.0,81,18,0.038,0.0124,0.1715,0.1237,0.2392,0.015,0.4003,"neutral,surprise"
9781401210014,Fables: Wolves,Bill Willingham,"Exiled from their homelands by an evil adversary, various fairy tale and folklore characters, referred to as ""Fables"", are forced to live in a clandestine community in New York City known as Fabletown. Those unable to blend in with human society (such as monsters and anthropomorphic animals) live at ""The Farm"" in upstate New York.","Comic books, strips, etc","comic books, strips, etc",http://books.google.com/books/content?id=YhtPwgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.28,17506.0,2002,160.0,55,22,0.0091,0.0218,0.0207,0.094,0.0055,0.0808,0.768,"neutral,fear"
9781401210076,Neil Gaiman's Neverwhere,Mike Carey;Glenn Fabry;Tony Luke,The comics adaptation of Neil Gaiman's acclaimed novel follows the adventures of an ordinary Londoner who stops to help an enigmatic girl and is drawn into a battle to save a strange underworld kingdom--London Below--from destruction.,Comics & Graphic Novels,comics & graphic novels,http://books.google.com/books/content?id=fQLkAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.23,31958.0,2007,224.0,36,17,0.028,0.0141,0.0126,0.3687,0.0816,0.0108,0.4842,"neutral,fear"
9781401210618,A Kin of Homecoming,Brian Azzarello;Marcelo Frusin,"Wes Cutter, a former Confederate soldier, is appointed sheriff of Blackwater, his hometown, by Union soldiers and must find the killer behind a series of brutal murders that may reveal the town's dark past.",Fiction,fiction,http://books.google.com/books/content?id=bRvgAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.32,501.0,2006,128.0,34,18,0.0016,0.0406,0.0931,0.2487,0.0021,0.5936,0.0203,"disgust,fear"
9781401210823,The Absolute Sandman,Neil Gaiman;Sam Kieth,"Collects every volume of the ""Sandman"" comic book along with miscellaneous information about the creation and production of individual titles and the contributing artists and previously unpublished graphic stories by Neil Gaiman.",Comics & Graphic Novels,comics & graphic novels,http://books.google.com/books/content?id=K_AitQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.65,14849.0,2006,612.0,32,18,0.0089,0.0056,0.0046,0.0014,0.0164,0.0039,0.9593,"neutral,surprise"
9781401211349,How to Talk So Teens Will Listen & Listen So Teens Will Talk,Adele Faber,"Presents a practical guide that addresses many of the tough issues teens and parents face, and offers advice to maintaining a positive dialogue that fostered mutual respect.",Communication in families,communication in families,https://via.placeholder.com/128x192.png?text=No+Cover,4.11,1522.0,2006,187.0,27,18,0.08,0.009,0.0058,0.0058,0.0041,0.0124,0.883,"neutral,joy"
